,ac4C
607,LOC_Os02g07820.1.MSUv7.0
608,LOC_Os06g46250.1.MSUv7.0
609,LOC_Os03g08010.1.MSUv7.0
610,LOC_Os03g23010.2.MSUv7.0
611,LOC_Os09g33950.1.MSUv7.0
612,LOC_Os07g35480.1.MSUv7.0
613,LOC_Os09g36460.1.MSUv7.0
614,LOC_Os01g58459.1.MSUv7.0
615,LOC_Os04g49570.2.MSUv7.0
616,LOC_Os03g02040.1.MSUv7.0
617,LOC_Os05g04680.1.MSUv7.0
618,LOC_Os05g28280.1.MSUv7.0
619,LOC_Os10g08930.1.MSUv7.0
620,LOC_Os09g36930.1.MSUv7.0
621,LOC_Os06g05880.1.MSUv7.0
622,LOC_Os06g30730.1.MSUv7.0
623,LOC_Os04g53950.1.MSUv7.0
624,LOC_Os07g32170.1.MSUv7.0
625,LOC_Os07g39710.1.MSUv7.0
626,LOC_Os02g48900.2.MSUv7.0
627,LOC_Os03g21560.1.MSUv7.0
628,LOC_Os07g48290.2.MSUv7.0
629,LOC_Os11g32260.2.MSUv7.0
630,LOC_Os03g16350.1.MSUv7.0
631,LOC_Os06g40210.1.MSUv7.0
632,LOC_Os03g22880.1.MSUv7.0
633,LOC_Os01g18050.1.MSUv7.0
634,LOC_Os01g52690.1.MSUv7.0
635,LOC_Os01g46610.1.MSUv7.0
636,LOC_Os11g30410.1.MSUv7.0
637,LOC_Os10g28120.1.MSUv7.0
638,LOC_Os02g09150.2.MSUv7.0
639,LOC_Os03g23010.5.MSUv7.0
640,LOC_Os03g06620.1.MSUv7.0
641,LOC_Os04g42010.1.MSUv7.0
642,LOC_Os06g08840.7.MSUv7.0
643,LOC_Os09g07830.3.MSUv7.0
644,LOC_Os08g44680.1.MSUv7.0
645,LOC_Os08g01660.3.MSUv7.0
646,LOC_Os12g03070.2.MSUv7.0
647,LOC_Os03g38790.1.MSUv7.0
648,LOC_Os03g17700.1.MSUv7.0
649,LOC_Os05g38810.1.MSUv7.0
650,LOC_Os05g32270.1.MSUv7.0
651,LOC_Os01g60830.1.MSUv7.0
652,LOC_Os05g38530.1.MSUv7.0
653,LOC_Os11g25780.1.MSUv7.0
654,LOC_Os08g03640.1.MSUv7.0
655,LOC_Os02g03020.1.MSUv7.0
656,LOC_Os12g10320.1.MSUv7.0
657,LOC_Os01g38950.1.MSUv7.0
658,LOC_Os04g06790.2.MSUv7.0
659,LOC_Os07g37240.1.MSUv7.0
660,LOC_Os02g42440.1.MSUv7.0
661,LOC_Os03g14890.1.MSUv7.0
662,LOC_Os06g40650.3.MSUv7.0
663,LOC_Os04g59560.1.MSUv7.0
664,LOC_Os07g48500.1.MSUv7.0
665,LOC_Os04g05050.2.MSUv7.0
666,LOC_Os03g13950.1.MSUv7.0
667,LOC_Os05g29900.1.MSUv7.0
668,LOC_Os06g47970.1.MSUv7.0
669,LOC_Os05g35740.2.MSUv7.0
670,LOC_Os09g20350.1.MSUv7.0
671,LOC_Os04g31950.1.MSUv7.0
672,LOC_Os09g35860.1.MSUv7.0
673,LOC_Os03g63450.2.MSUv7.0
674,LOC_Os04g16450.1.MSUv7.0
675,LOC_Os01g14610.2.MSUv7.0
676,LOC_Os07g41740.1.MSUv7.0
677,LOC_Os11g36430.2.MSUv7.0
678,LOC_Os05g34700.1.MSUv7.0
679,LOC_Os02g56990.1.MSUv7.0
680,LOC_Os01g73990.1.MSUv7.0
681,LOC_Os10g38740.1.MSUv7.0
682,LOC_Os03g09210.1.MSUv7.0
683,LOC_Os04g32850.2.MSUv7.0
684,LOC_Os07g05580.1.MSUv7.0
685,LOC_Os01g06290.2.MSUv7.0
686,LOC_Os06g23290.5.MSUv7.0
687,LOC_Os06g21580.1.MSUv7.0
688,LOC_Os05g48960.1.MSUv7.0
689,LOC_Os12g35620.1.MSUv7.0
690,LOC_Os08g15204.1.MSUv7.0
691,LOC_Os09g20024.1.MSUv7.0
692,LOC_Os05g46890.1.MSUv7.0
693,LOC_Os09g31031.2.MSUv7.0
694,LOC_Os03g04240.1.MSUv7.0
695,LOC_Os10g25780.3.MSUv7.0
696,LOC_Os05g38400.2.MSUv7.0
697,LOC_Os07g10770.1.MSUv7.0
698,LOC_Os07g25430.1.MSUv7.0
699,LOC_Os11g18570.1.MSUv7.0
700,LOC_Os04g41560.2.MSUv7.0
701,LOC_Os04g46740.1.MSUv7.0
702,LOC_Os02g55120.1.MSUv7.0
703,LOC_Os07g42440.4.MSUv7.0
704,LOC_Os03g44710.2.MSUv7.0
705,LOC_Os05g40770.2.MSUv7.0
706,LOC_Os04g38900.2.MSUv7.0
707,LOC_Os05g07700.1.MSUv7.0
708,LOC_Os11g46240.1.MSUv7.0
709,LOC_Os12g20150.1.MSUv7.0
710,LOC_Os10g41710.1.MSUv7.0
711,LOC_Os02g01560.1.MSUv7.0
712,LOC_Os03g15840.1.MSUv7.0
713,LOC_Os03g18400.1.MSUv7.0
714,LOC_Os03g47970.1.MSUv7.0
715,LOC_Os02g21520.1.MSUv7.0
716,LOC_Os02g21660.1.MSUv7.0
717,LOC_Os08g21330.3.MSUv7.0
718,LOC_Os03g58130.1.MSUv7.0
719,LOC_Os02g03040.4.MSUv7.0
720,LOC_Os03g47240.1.MSUv7.0
721,LOC_Os08g34150.1.MSUv7.0
722,LOC_Os01g19820.2.MSUv7.0
723,LOC_Os01g46500.1.MSUv7.0
724,LOC_Os07g18750.1.MSUv7.0
725,LOC_Os06g04290.1.MSUv7.0
726,LOC_Os11g47809.1.MSUv7.0
727,LOC_Os03g08050.1.MSUv7.0
728,LOC_Os04g11400.2.MSUv7.0
729,LOC_Os04g57200.1.MSUv7.0
730,LOC_Os07g42370.1.MSUv7.0
731,LOC_Os03g01830.1.MSUv7.0
732,LOC_Os11g43900.1.MSUv7.0
733,LOC_Os08g44360.1.MSUv7.0
734,LOC_Os04g51630.2.MSUv7.0
735,LOC_Os03g53800.3.MSUv7.0
736,LOC_Os09g33810.2.MSUv7.0
737,LOC_Os01g61670.2.MSUv7.0
738,LOC_Os06g40720.1.MSUv7.0
739,LOC_Os02g10940.1.MSUv7.0
740,LOC_Os03g52320.2.MSUv7.0
741,LOC_Os10g38820.1.MSUv7.0
742,LOC_Os01g52500.2.MSUv7.0
743,LOC_Os01g41610.1.MSUv7.0
744,LOC_Os04g53214.1.MSUv7.0
745,LOC_Os08g06520.2.MSUv7.0
746,LOC_Os04g56430.1.MSUv7.0
747,LOC_Os08g44850.1.MSUv7.0
748,LOC_Os09g33810.5.MSUv7.0
749,LOC_Os08g37840.1.MSUv7.0
750,LOC_Os01g14790.1.MSUv7.0
751,LOC_Os01g08450.1.MSUv7.0
752,LOC_Os01g65692.1.MSUv7.0
753,LOC_Os04g48160.1.MSUv7.0
754,LOC_Os05g48422.1.MSUv7.0
755,LOC_Os04g28180.1.MSUv7.0
756,LOC_Os11g36030.1.MSUv7.0
757,LOC_Os11g06890.1.MSUv7.0
758,LOC_Os03g61640.1.MSUv7.0
759,LOC_Os01g34630.1.MSUv7.0
760,LOC_Os09g12570.1.MSUv7.0
761,LOC_Os08g12820.1.MSUv7.0
762,LOC_Os02g45930.1.MSUv7.0
763,LOC_Os11g03970.1.MSUv7.0
764,LOC_Os08g33390.1.MSUv7.0
765,LOC_Os12g22145.1.MSUv7.0
766,LOC_Os04g34600.1.MSUv7.0
767,LOC_Os07g08840.1.MSUv7.0
768,LOC_Os08g43170.1.MSUv7.0
769,LOC_Os07g40690.1.MSUv7.0
770,LOC_Os04g40950.1.MSUv7.0
771,LOC_Os12g31800.1.MSUv7.0
772,LOC_Os02g36380.2.MSUv7.0
773,LOC_Os05g28740.1.MSUv7.0
774,LOC_Os05g33840.1.MSUv7.0
775,LOC_Os07g43940.1.MSUv7.0
776,LOC_Os11g47760.5.MSUv7.0
777,LOC_Os05g47700.1.MSUv7.0
778,LOC_Os04g47370.2.MSUv7.0
779,LOC_Os10g05990.1.MSUv7.0
780,LOC_Os03g17500.1.MSUv7.0
781,LOC_Os04g46480.2.MSUv7.0
782,LOC_Os03g61740.1.MSUv7.0
783,LOC_Os08g25310.1.MSUv7.0
784,LOC_Os04g46440.1.MSUv7.0
785,LOC_Os04g38410.1.MSUv7.0
786,LOC_Os03g02310.1.MSUv7.0
787,LOC_Os03g01530.1.MSUv7.0
788,LOC_Os07g43020.1.MSUv7.0
789,LOC_Os06g11320.2.MSUv7.0
790,LOC_Os11g13890.4.MSUv7.0
791,LOC_Os05g33380.1.MSUv7.0
792,LOC_Os01g09010.1.MSUv7.0
793,LOC_Os08g41850.1.MSUv7.0
794,LOC_Os11g28600.1.MSUv7.0
795,LOC_Os01g67950.1.MSUv7.0
796,LOC_Os02g53180.2.MSUv7.0
797,LOC_Os03g22460.1.MSUv7.0
798,LOC_Os05g36910.1.MSUv7.0
799,LOC_Os08g33820.1.MSUv7.0
800,LOC_Os09g26960.1.MSUv7.0
801,LOC_Os05g45020.1.MSUv7.0
802,LOC_Os09g31080.1.MSUv7.0
803,LOC_Os02g11890.1.MSUv7.0
804,LOC_Os08g25050.1.MSUv7.0
805,LOC_Os12g02310.1.MSUv7.0
806,LOC_Os08g22354.2.MSUv7.0
807,LOC_Os01g01450.2.MSUv7.0
808,LOC_Os04g39900.1.MSUv7.0
809,LOC_Os04g50864.1.MSUv7.0
810,LOC_Os05g02990.1.MSUv7.0
811,LOC_Os03g63480.1.MSUv7.0
812,LOC_Os08g02250.1.MSUv7.0
813,LOC_Os11g07280.1.MSUv7.0
814,LOC_Os01g01620.1.MSUv7.0
815,LOC_Os01g15290.1.MSUv7.0
816,LOC_Os06g48780.1.MSUv7.0
817,LOC_Os12g32580.1.MSUv7.0
818,LOC_Os03g43840.1.MSUv7.0
819,LOC_Os02g10390.1.MSUv7.0
820,LOC_Os03g18770.1.MSUv7.0
821,LOC_Os12g37410.1.MSUv7.0
822,LOC_Os04g46660.1.MSUv7.0
823,LOC_Os06g49160.1.MSUv7.0
824,LOC_Os01g22490.1.MSUv7.0
825,LOC_Os12g38640.1.MSUv7.0
826,LOC_Os11g02300.2.MSUv7.0
827,LOC_Os03g08440.1.MSUv7.0
828,LOC_Os01g01302.1.MSUv7.0
829,LOC_Os07g40220.2.MSUv7.0
830,LOC_Os03g27310.1.MSUv7.0
831,LOC_Os06g21340.1.MSUv7.0
832,LOC_Os11g39220.1.MSUv7.0
833,LOC_Os06g51220.4.MSUv7.0
834,LOC_Os06g21590.1.MSUv7.0
835,LOC_Os02g42220.1.MSUv7.0
836,LOC_Os02g51750.1.MSUv7.0
837,LOC_Os02g52180.1.MSUv7.0
838,LOC_Os06g07580.2.MSUv7.0
839,LOC_Os03g50885.1.MSUv7.0
840,LOC_Os02g44820.2.MSUv7.0
841,LOC_Os08g29110.1.MSUv7.0
842,LOC_Os10g21810.2.MSUv7.0
843,LOC_Os01g54784.1.MSUv7.0
844,LOC_Os07g10720.1.MSUv7.0
845,LOC_Os03g56190.1.MSUv7.0
846,LOC_Os03g13190.1.MSUv7.0
847,LOC_Os10g39410.1.MSUv7.0
848,LOC_Os06g38210.1.MSUv7.0
849,LOC_Os05g38660.1.MSUv7.0
850,LOC_Os04g50030.1.MSUv7.0
851,LOC_Os05g16660.1.MSUv7.0
852,LOC_Os04g42090.1.MSUv7.0
853,LOC_Os07g35480.3.MSUv7.0
854,LOC_Os02g39180.1.MSUv7.0
855,LOC_Os05g45660.2.MSUv7.0
856,LOC_Os02g17640.1.MSUv7.0
857,LOC_Os05g38120.1.MSUv7.0
858,LOC_Os06g35730.1.MSUv7.0
859,LOC_Os01g04020.1.MSUv7.0
860,LOC_Os07g30980.1.MSUv7.0
861,LOC_Os01g05900.1.MSUv7.0
862,LOC_Os08g42440.1.MSUv7.0
863,LOC_Os01g22510.1.MSUv7.0
864,LOC_Os02g37109.2.MSUv7.0
865,LOC_Os02g55880.1.MSUv7.0
866,LOC_Os01g26130.3.MSUv7.0
867,LOC_Os11g04480.1.MSUv7.0
868,LOC_Os09g24970.1.MSUv7.0
869,LOC_Os01g57650.1.MSUv7.0
870,LOC_Os09g08430.1.MSUv7.0
871,LOC_Os07g47780.1.MSUv7.0
872,LOC_Os03g61560.1.MSUv7.0
873,LOC_Os08g16830.1.MSUv7.0
874,LOC_Os05g44910.1.MSUv7.0
875,LOC_Os11g30760.2.MSUv7.0
876,LOC_Os08g34984.1.MSUv7.0
877,LOC_Os09g01000.1.MSUv7.0
878,LOC_Os04g17100.1.MSUv7.0
879,LOC_Os12g31770.1.MSUv7.0
880,LOC_Os02g40830.1.MSUv7.0
881,LOC_Os06g22810.1.MSUv7.0
882,LOC_Os06g05670.1.MSUv7.0
883,LOC_Os03g04590.1.MSUv7.0
884,LOC_Os01g10490.1.MSUv7.0
885,LOC_Os06g36160.1.MSUv7.0
886,LOC_Os12g30540.1.MSUv7.0
887,LOC_Os08g24790.1.MSUv7.0
888,LOC_Os09g36910.1.MSUv7.0
889,LOC_Os02g44720.1.MSUv7.0
890,LOC_Os10g38360.1.MSUv7.0
891,LOC_Os06g49760.1.MSUv7.0
892,LOC_Os01g01369.1.MSUv7.0
893,LOC_Os05g31000.1.MSUv7.0
894,LOC_Os02g49870.2.MSUv7.0
895,LOC_Os01g54930.1.MSUv7.0
896,LOC_Os02g49980.1.MSUv7.0
897,LOC_Os12g42180.1.MSUv7.0
898,LOC_Os03g15340.1.MSUv7.0
899,LOC_Os06g07220.1.MSUv7.0
900,LOC_Os06g33340.3.MSUv7.0
901,LOC_Os08g38900.2.MSUv7.0
902,LOC_Os02g38120.1.MSUv7.0
903,LOC_Os06g50300.1.MSUv7.0
904,LOC_Os10g39890.1.MSUv7.0
905,LOC_Os01g38100.1.MSUv7.0
906,LOC_Os10g37180.1.MSUv7.0
907,LOC_Os02g48010.1.MSUv7.0
908,LOC_Os01g64770.3.MSUv7.0
909,LOC_Os03g04750.1.MSUv7.0
910,LOC_Os05g05660.1.MSUv7.0
911,LOC_Os01g70270.1.MSUv7.0
912,LOC_Os11g36430.3.MSUv7.0
913,LOC_Os05g18774.1.MSUv7.0
914,LOC_Os01g48446.1.MSUv7.0
915,LOC_Os01g62230.1.MSUv7.0
916,LOC_Os03g09250.1.MSUv7.0
917,LOC_Os01g54870.1.MSUv7.0
918,LOC_Os01g25484.2.MSUv7.0
919,LOC_Os07g45320.1.MSUv7.0
920,LOC_Os02g28980.1.MSUv7.0
921,LOC_Os06g43620.1.MSUv7.0
922,LOC_Os12g41140.3.MSUv7.0
923,LOC_Os03g61160.3.MSUv7.0
924,LOC_Os08g37874.2.MSUv7.0
925,LOC_Os04g52361.1.MSUv7.0
926,LOC_Os05g05150.1.MSUv7.0
927,LOC_Os10g37420.1.MSUv7.0
928,LOC_Os02g51040.1.MSUv7.0
929,LOC_Os10g31740.1.MSUv7.0
930,LOC_Os02g37160.1.MSUv7.0
931,LOC_Os05g06750.1.MSUv7.0
932,LOC_Os03g49050.1.MSUv7.0
933,LOC_Os01g08660.1.MSUv7.0
934,LOC_Os01g13700.1.MSUv7.0
935,LOC_Os02g06700.2.MSUv7.0
936,LOC_Os04g42090.3.MSUv7.0
937,LOC_Os09g24540.1.MSUv7.0
938,LOC_Os04g51630.3.MSUv7.0
939,LOC_Os01g50910.1.MSUv7.0
940,LOC_Os02g48610.1.MSUv7.0
941,LOC_Os10g42299.4.MSUv7.0
942,LOC_Os05g39050.1.MSUv7.0
943,LOC_Os05g49020.1.MSUv7.0
944,LOC_Os02g44330.1.MSUv7.0
945,LOC_Os02g26700.4.MSUv7.0
946,LOC_Os09g07460.1.MSUv7.0
947,LOC_Os01g02960.1.MSUv7.0
948,LOC_Os07g01870.2.MSUv7.0
949,LOC_Os06g09679.1.MSUv7.0
950,LOC_Os08g10020.2.MSUv7.0
951,LOC_Os10g42540.1.MSUv7.0
952,LOC_Os02g03070.3.MSUv7.0
953,LOC_Os01g55570.3.MSUv7.0
954,LOC_Os08g32690.1.MSUv7.0
955,LOC_Os06g03850.1.MSUv7.0
956,LOC_Os02g33070.1.MSUv7.0
957,LOC_Os11g04880.1.MSUv7.0
958,LOC_Os06g22919.4.MSUv7.0
959,LOC_Os12g43600.1.MSUv7.0
960,LOC_Os09g26300.1.MSUv7.0
961,LOC_Os07g33300.1.MSUv7.0
962,LOC_Os08g38410.2.MSUv7.0
963,LOC_Os10g36650.1.MSUv7.0
964,LOC_Os04g58550.1.MSUv7.0
965,LOC_Os05g06330.1.MSUv7.0
966,LOC_Os07g48710.1.MSUv7.0
967,LOC_Os05g41610.1.MSUv7.0
968,LOC_Os01g57570.1.MSUv7.0
969,LOC_Os05g39960.1.MSUv7.0
970,LOC_Os05g36000.1.MSUv7.0
971,LOC_Os09g11250.1.MSUv7.0
972,LOC_Os01g67190.1.MSUv7.0
973,LOC_Os03g20330.1.MSUv7.0
974,LOC_Os03g08330.1.MSUv7.0
975,LOC_Os05g33240.1.MSUv7.0
976,LOC_Os02g10390.3.MSUv7.0
977,LOC_Os02g51770.2.MSUv7.0
978,LOC_Os03g13950.2.MSUv7.0
979,LOC_Os06g39760.1.MSUv7.0
980,LOC_Os06g03220.1.MSUv7.0
981,LOC_Os04g51880.3.MSUv7.0
982,LOC_Os03g27260.1.MSUv7.0
983,LOC_Os02g06640.1.MSUv7.0
984,LOC_Os05g03760.1.MSUv7.0
985,LOC_Os03g54000.2.MSUv7.0
986,LOC_Os02g58090.1.MSUv7.0
987,LOC_Os10g25290.1.MSUv7.0
988,LOC_Os03g22790.1.MSUv7.0
989,LOC_Os05g33880.2.MSUv7.0
990,LOC_Os04g55860.1.MSUv7.0
991,LOC_Os10g32920.1.MSUv7.0
992,LOC_Os04g38390.1.MSUv7.0
993,LOC_Os12g38850.2.MSUv7.0
994,LOC_Os07g29420.1.MSUv7.0
995,LOC_Os01g46380.1.MSUv7.0
996,LOC_Os04g40180.1.MSUv7.0
997,LOC_Os08g42350.1.MSUv7.0
998,LOC_Os12g03990.1.MSUv7.0
999,LOC_Os07g28610.2.MSUv7.0
1000,LOC_Os07g08330.1.MSUv7.0
1001,LOC_Os03g53050.1.MSUv7.0
1002,LOC_Os11g13890.5.MSUv7.0
1003,LOC_Os01g58760.1.MSUv7.0
1004,LOC_Os09g30340.1.MSUv7.0
1005,LOC_Os02g01030.2.MSUv7.0
1006,LOC_Os08g40260.1.MSUv7.0
1007,LOC_Os01g43360.1.MSUv7.0
1008,LOC_Os01g01640.1.MSUv7.0
1009,LOC_Os06g51220.3.MSUv7.0
1010,LOC_Os09g21470.1.MSUv7.0
1011,LOC_Os02g06640.3.MSUv7.0
1012,LOC_Os09g37520.1.MSUv7.0
1013,LOC_Os12g20410.2.MSUv7.0
1014,LOC_Os12g39100.1.MSUv7.0
1015,LOC_Os01g15970.1.MSUv7.0
1016,LOC_Os06g46160.1.MSUv7.0
1017,LOC_Os07g48300.1.MSUv7.0
1018,LOC_Os12g34880.1.MSUv7.0
1019,LOC_Os04g57220.1.MSUv7.0
1020,LOC_Os03g06670.1.MSUv7.0
1021,LOC_Os03g19270.2.MSUv7.0
1022,LOC_Os06g04530.1.MSUv7.0
1023,LOC_Os04g57300.1.MSUv7.0
1024,LOC_Os01g13100.2.MSUv7.0
1025,LOC_Os02g37862.1.MSUv7.0
1026,LOC_Os06g06530.1.MSUv7.0
1027,LOC_Os05g43252.1.MSUv7.0
1028,LOC_Os05g06430.2.MSUv7.0
1029,LOC_Os03g53800.4.MSUv7.0
1030,LOC_Os01g13210.2.MSUv7.0
1031,LOC_Os05g01560.2.MSUv7.0
1032,LOC_Os04g44510.1.MSUv7.0
1033,LOC_Os03g53490.1.MSUv7.0
1034,LOC_Os12g38640.2.MSUv7.0
1035,LOC_Os09g16760.1.MSUv7.0
1036,LOC_Os06g35030.1.MSUv7.0
1037,LOC_Os01g71980.1.MSUv7.0
1038,LOC_Os07g06460.1.MSUv7.0
1039,LOC_Os03g54910.1.MSUv7.0
1040,LOC_Os02g49530.1.MSUv7.0
1041,LOC_Os10g28230.1.MSUv7.0
1042,LOC_Os01g10820.1.MSUv7.0
1043,LOC_Os02g54700.2.MSUv7.0
1044,LOC_Os05g34180.1.MSUv7.0
1045,LOC_Os11g25160.2.MSUv7.0
1046,LOC_Os03g08220.1.MSUv7.0
1047,LOC_Os02g36710.1.MSUv7.0
1048,LOC_Os10g40710.1.MSUv7.0
1049,LOC_Os12g07010.1.MSUv7.0
1050,LOC_Os03g05806.1.MSUv7.0
1051,LOC_Os04g57890.1.MSUv7.0
1052,LOC_Os05g12260.1.MSUv7.0
1053,LOC_Os05g02150.1.MSUv7.0
1054,LOC_Os01g03390.1.MSUv7.0
1055,LOC_Os08g06140.2.MSUv7.0
1056,LOC_Os01g69250.1.MSUv7.0
1057,LOC_Os05g40990.1.MSUv7.0
1058,LOC_Os01g49380.1.MSUv7.0
1059,LOC_Os07g01440.1.MSUv7.0
1060,LOC_Os07g05060.1.MSUv7.0
1061,LOC_Os11g38990.1.MSUv7.0
1062,LOC_Os11g37960.1.MSUv7.0
1063,LOC_Os03g16780.1.MSUv7.0
1064,LOC_Os01g68589.1.MSUv7.0
1065,LOC_Os03g03370.2.MSUv7.0
1066,LOC_Os01g44210.1.MSUv7.0
1067,LOC_Os07g42410.1.MSUv7.0
1068,LOC_Os06g38320.3.MSUv7.0
1069,LOC_Os10g42230.1.MSUv7.0
1070,LOC_Os08g29590.1.MSUv7.0
1071,LOC_Os08g33710.1.MSUv7.0
1072,LOC_Os02g13130.1.MSUv7.0
1073,LOC_Os03g38000.1.MSUv7.0
1074,LOC_Os10g05690.1.MSUv7.0
1075,LOC_Os11g02400.1.MSUv7.0
1076,LOC_Os03g37010.3.MSUv7.0
1077,LOC_Os12g21500.1.MSUv7.0
1078,LOC_Os09g26370.1.MSUv7.0
1079,LOC_Os12g12880.1.MSUv7.0
1080,LOC_Os07g30220.1.MSUv7.0
1081,LOC_Os12g06340.1.MSUv7.0
1082,LOC_Os08g36590.1.MSUv7.0
1083,LOC_Os03g54890.1.MSUv7.0
1084,LOC_Os07g30970.1.MSUv7.0
1085,LOC_Os05g27950.1.MSUv7.0
1086,LOC_Os05g27930.2.MSUv7.0
1087,LOC_Os03g63370.1.MSUv7.0
1088,LOC_Os03g57500.1.MSUv7.0
1089,LOC_Os01g25484.3.MSUv7.0
1090,LOC_Os01g53520.1.MSUv7.0
1091,LOC_Os06g17440.1.MSUv7.0
1092,LOC_Os03g02960.1.MSUv7.0
1093,LOC_Os01g01307.1.MSUv7.0
1094,LOC_Os07g43310.1.MSUv7.0
1095,LOC_Os07g10256.1.MSUv7.0
1096,LOC_Os01g47660.1.MSUv7.0
1097,LOC_Os03g06200.1.MSUv7.0
1098,LOC_Os12g05040.1.MSUv7.0
1099,LOC_Os04g31010.1.MSUv7.0
1100,LOC_Os11g33270.1.MSUv7.0
1101,LOC_Os04g43670.1.MSUv7.0
1102,LOC_Os09g26620.1.MSUv7.0
1103,LOC_Os07g40030.1.MSUv7.0
1104,LOC_Os02g16550.1.MSUv7.0
1105,LOC_Os06g44180.1.MSUv7.0
1106,LOC_Os02g54770.1.MSUv7.0
1107,LOC_Os02g02410.1.MSUv7.0
1108,LOC_Os07g39510.1.MSUv7.0
1109,LOC_Os08g36150.1.MSUv7.0
1110,LOC_Os04g37710.1.MSUv7.0
1111,LOC_Os02g34430.1.MSUv7.0
1112,LOC_Os04g52180.4.MSUv7.0
1113,LOC_Os03g07800.1.MSUv7.0
1114,LOC_Os05g41440.1.MSUv7.0
1115,LOC_Os03g53520.1.MSUv7.0
1116,LOC_Os01g02139.1.MSUv7.0
1117,LOC_Os05g08570.3.MSUv7.0
1118,LOC_Os03g64030.1.MSUv7.0
1119,LOC_Os06g47940.1.MSUv7.0
1120,LOC_Os06g31210.1.MSUv7.0
1121,LOC_Os01g48280.1.MSUv7.0
1122,LOC_Os03g02280.1.MSUv7.0
1123,LOC_Os02g47140.1.MSUv7.0
1124,LOC_Os09g02700.1.MSUv7.0
1125,LOC_Os03g19427.1.MSUv7.0
1126,LOC_Os02g54470.1.MSUv7.0
1127,LOC_Os09g32690.3.MSUv7.0
1128,LOC_Os05g45460.1.MSUv7.0
1129,LOC_Os03g59310.1.MSUv7.0
1130,LOC_Os06g07830.1.MSUv7.0
1131,LOC_Os08g39450.1.MSUv7.0
1132,LOC_Os01g51220.1.MSUv7.0
1133,LOC_Os01g48200.1.MSUv7.0
1134,LOC_Os05g46710.1.MSUv7.0
1135,LOC_Os03g10210.1.MSUv7.0
1136,LOC_Os08g43190.2.MSUv7.0
1137,LOC_Os01g05080.1.MSUv7.0
1138,LOC_Os08g34700.1.MSUv7.0
1139,LOC_Os04g55240.1.MSUv7.0
1140,LOC_Os02g16880.1.MSUv7.0
1141,LOC_Os08g41110.1.MSUv7.0
1142,LOC_Os05g38550.1.MSUv7.0
1143,LOC_Os11g26780.1.MSUv7.0
1144,LOC_Os06g12680.1.MSUv7.0
1145,LOC_Os03g22370.1.MSUv7.0
1146,LOC_Os03g01540.1.MSUv7.0
1147,LOC_Os01g53240.1.MSUv7.0
1148,LOC_Os01g47400.1.MSUv7.0
1149,LOC_Os03g61990.3.MSUv7.0
1150,LOC_Os01g16430.1.MSUv7.0
1151,LOC_Os07g40940.1.MSUv7.0
1152,LOC_Os03g04110.1.MSUv7.0
1153,LOC_Os11g15000.1.MSUv7.0
1154,LOC_Os04g32650.1.MSUv7.0
1155,LOC_Os05g28720.1.MSUv7.0
1156,LOC_Os04g57380.1.MSUv7.0
1157,LOC_Os01g13420.1.MSUv7.0
1158,LOC_Os02g27810.1.MSUv7.0
1159,LOC_Os01g65880.1.MSUv7.0
1160,LOC_Os01g12650.1.MSUv7.0
1161,LOC_Os03g56869.1.MSUv7.0
1162,LOC_Os04g36054.1.MSUv7.0
1163,LOC_Os10g38780.1.MSUv7.0
1164,LOC_Os06g08640.1.MSUv7.0
1165,LOC_Os02g01030.1.MSUv7.0
1166,LOC_Os11g14990.1.MSUv7.0
1167,LOC_Os11g33120.1.MSUv7.0
1168,LOC_Os01g43540.1.MSUv7.0
1169,LOC_Os06g44374.1.MSUv7.0
1170,LOC_Os06g33880.1.MSUv7.0
1171,LOC_Os02g28465.1.MSUv7.0
1172,LOC_Os09g15639.1.MSUv7.0
1173,LOC_Os02g49680.1.MSUv7.0
1174,LOC_Os02g01332.1.MSUv7.0
1175,LOC_Os02g48870.1.MSUv7.0
1176,LOC_Os08g33460.1.MSUv7.0
1177,LOC_Os10g19970.1.MSUv7.0
1178,LOC_Os12g36850.1.MSUv7.0
1179,LOC_Os03g55720.2.MSUv7.0
1180,LOC_Os03g20370.1.MSUv7.0
1181,LOC_Os03g53150.2.MSUv7.0
1182,LOC_Os04g41900.1.MSUv7.0
1183,LOC_Os04g53612.1.MSUv7.0
1184,LOC_Os02g04100.1.MSUv7.0
1185,LOC_Os04g32850.1.MSUv7.0
1186,LOC_Os02g21650.1.MSUv7.0
1187,LOC_Os06g40640.2.MSUv7.0
1188,LOC_Os04g52890.1.MSUv7.0
1189,LOC_Os02g35870.2.MSUv7.0
1190,LOC_Os02g51370.1.MSUv7.0
1191,LOC_Os10g39770.1.MSUv7.0
1192,LOC_Os01g16650.1.MSUv7.0
1193,LOC_Os02g26700.7.MSUv7.0
1194,LOC_Os02g51770.1.MSUv7.0
1195,LOC_Os07g44200.1.MSUv7.0
1196,LOC_Os01g46980.1.MSUv7.0
1197,LOC_Os03g05730.1.MSUv7.0
1198,LOC_Os08g15020.1.MSUv7.0
1199,LOC_Os07g05700.1.MSUv7.0
1200,LOC_Os06g35814.1.MSUv7.0
1201,LOC_Os08g41440.1.MSUv7.0
1202,LOC_Os03g64110.1.MSUv7.0
1203,LOC_Os05g09704.1.MSUv7.0
1204,LOC_Os02g32009.1.MSUv7.0
1205,LOC_Os11g42970.1.MSUv7.0
